,Unnamed: 0,Tweet Id,Tweet Text,Hashtags,Favorites,Retweets,Twitter @ Name,User Id,Tweet Datetime,User Location,User Follower Counts,User Following Counts,Replied Tweet Id,Replied Tweet User Id,User Country,Keyword,Vader Sentiment Score,TextBlob Polarity,TextBlob Subjectivity,Tweet Date,Score,Label
10,10,1328148099810856961,richard mcpl,[],0,0,KoolaidMensch,1242072818029912064,2020-11-16 01:29:17,,107,600,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-16,0.64899796,Positive
11,11,1328147322266677249,turns out the big winner in the plant based burger wars is mcdonald s,[],0,9,kat_pep_,983247178075398144,2020-11-16 01:26:12,Earth,2860,4275,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
12,12,1328146687274213382,turns out the big winner in the plant based burger wars is mcdonald s,[],0,9,marketwithlions,2903685334,2020-11-16 01:23:40,"Washington,DC",553,935,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
13,13,1328146640096665600,turns out the big winner in the plant based burger wars is mcdonald s,[],0,9,bccmdbccmd,117625239,2020-11-16 01:23:29,,309,536,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
14,14,1328146090802237444,turns out the big winner in the plant based burger wars is mcdonald s,[],0,9,DoKscho,940213619978936320,2020-11-16 01:21:18,,565,81,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
15,15,1328146060469018635,turns out the big winner in the plant based burger wars is mcdonald s,[],58,9,business,34713362,2020-11-16 01:21:11,New York and the World,6777310,1293,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
16,16,1328145619349868546,turns out the big winner in the plant based burger wars is mcdonald s,[],0,0,ERJimenez,3139655635,2020-11-16 01:19:26,"Santo Domingo, RD",275,496,,,Dominican Republic,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
17,17,1328144804618842112,mcdonald s takes control of its vegetable destiny,[],0,0,VeganHow,2440198908,2020-11-16 01:16:11,Vegan Q Earth ,22679,13202,,,Error,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-16,0.74738073,Positive
18,18,1328143875148574720,i think they may need to reconsider the name mcplant,[],1,0,Lavy02,47327823,2020-11-16 01:12:30,Baltimore,21729,22377,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-16,0.57166237,Positive
19,19,1328143824082804737,how did they come to mcplant and think oh ya that is the on,[],1,0,mrgarebears,1128905858,2020-11-16 01:12:18,,349,435,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-16,0.61712766,Positive
20,20,1328143818135392257,turns out the big winner in the plant based burger wars is mcdonald s,[],0,3,dcconsulting4,1028438369234309120,2020-11-16 01:12:16,"New York, USA",336,5001,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
21,21,1328143439255449600,turns out the big winner in the plant based burger wars is mcdonald s,[],0,3,crazyfromlsd,3214723769,2020-11-16 01:10:46,3rd planet from the sun,1025,3704,,,Error,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
22,22,1328142419976622080,no it is not mcd s has not sold a single mcplant try again,[],1,0,sloth_capital,1216937148382760960,2020-11-16 01:06:43,,13,177,1.328142245267206e+18,67358777.0,USA,mcplant,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.07142857142857142,0.21428571428571427,2020-11-16,0.03526038,Negative
23,23,1328142245267206145,turns out the big winner in the plant based burger wars is mcdonald s,[],12,3,BW,67358777,2020-11-16 01:06:01,"Homes, screens, and stores",1771769,558,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-16,0.7923735,Positive
24,24,1328140318361972737,vegan fast food becoming popular watch listen podcast entertainment…,"[{'text': 'podcast', 'indices': [115, 123]}, {'text': 'entertainment', 'indices': [124, 138]}]",0,4,EdgarMartin97,947945792614133760,2020-11-16 00:58:22,"Gainesville, FL",520,992,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4166666666666667,0.7833333333333333,2020-11-16,0.96052754,Positive
25,25,1328139874654973952,meatless burger by mcdonald a sign that plantbased protein is ready to grow dramatically good for environment meatle…,"[{'text': 'Meatless', 'indices': [17, 26]}, {'text': 'plantbased', 'indices': [58, 69]}, {'text': 'environment', 'indices': [118, 130]}]",0,1,researchmrx,2256664812,2020-11-16 00:56:36,New Jersey,5939,205,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.45,0.55,2020-11-16,0.993927,Positive
26,26,1328138666204680193,vegan fast food becoming popular watch listen podcast entertainment…,"[{'text': 'podcast', 'indices': [115, 123]}, {'text': 'entertainment', 'indices': [124, 138]}]",0,4,Caleb98_,2848311970,2020-11-16 00:51:48,East bradenton,364,282,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4166666666666667,0.7833333333333333,2020-11-16,0.96052754,Positive
27,27,1328138508171505664,its been replaced by the mcpl,[],1,0,chris_b4,461675063,2020-11-16 00:51:10,🌹 City,1237,2539,1.328138074908287e+18,1.003911138734588e+18,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-16,0.5584504,Positive
28,28,1328138285101805571,consumer news zoom agrees to better protect privacy mcdonald s introduces mcplant read more constitution dueprocess habeascorpus lawandorder privacy rights searchandseizure,"[{'text': 'constitution', 'indices': [122, 135]}, {'text': 'DueProcess', 'indices': [136, 147]}, {'text': 'HabeasCorpus', 'indices': [148, 161]}, {'text': 'LawAndOrder', 'indices': [162, 174]}, {'text': 'Privacy', 'indices': [175, 183]}, {'text': 'Rights', 'indices': [184, 191]}, {'text': 'SearchAndSeizure', 'indices': [192, 209]}]",0,0,IAM__Network,226310002,2020-11-16 00:50:17,Worldwide,17864,15339,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.743}",0.5,0.5,2020-11-16,0.66773057,Positive
29,29,1328136743929978881,so exciting is launching a vegan burger called the mcplant seedling hamburger when plant based eating goes mainstream anima…,"[{'text': 'vegan', 'indices': [54, 60]}, {'text': 'McPlant', 'indices': [79, 87]}]",0,357,cutanddried,336432229,2020-11-16 00:44:09,,2549,5001,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5413}",0.3,0.8,2020-11-16,0.98787224,Positive
30,30,1328134425553608711,meatless burger by mcdonald a sign that plantbased protein is ready to grow dramatically good for environment meatlessmonday,"[{'text': 'Meatless', 'indices': [0, 9]}, {'text': 'plantbased', 'indices': [41, 52]}, {'text': 'environment', 'indices': [101, 113]}, {'text': 'Meatlessmonday', 'indices': [115, 130]}]",0,1,ronmartino4,1046755123089805312,2020-11-16 00:34:57,"Newburyport, MA",597,1366,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.45,0.55,2020-11-16,0.993927,Positive
31,31,1328133294660136960,so this is how we insure food security sounds like a plan t well except for the human steak grimacing face foodscience,"[{'text': 'foodscience', 'indices': [101, 113]}]",0,0,greenpowerCA,739950597223288832,2020-11-16 00:30:27,"Santa Cruz, CA",1126,1217,,,USA,mcplant,"{'neg': 0.094, 'neu': 0.63, 'pos': 0.276, 'compound': 0.5574}",0.0,0.1,2020-11-16,0.47987008,Negative
32,32,1328126897318981632,the company s in house culinary team created its own plant based patty and tested it in select canadian stores last year,[],0,0,FJ_PORK,143473276,2020-11-16 00:05:02,The Midwest!,6795,1274,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",0.2,0.3555555555555556,2020-11-16,0.9136531999999999,Positive
33,33,1328123263202041856,maccies on its way to give me a mcplant range in hell yes babi,[],1,0,HarryDLBR,1253092919730413572,2020-11-15 23:50:35,"South East, England",510,493,,,UK,mcplant,"{'neg': 0.251, 'neu': 0.601, 'pos': 0.148, 'compound': -0.4404}",0.0,0.0,2020-11-15,0.5792144,Positive
34,34,1328120714751303681,mcplant is a horrible name for your new meatless burger since you teamed up with beyond meat why do not you just do a big mac edition with their patties and you can call it the beyond big mac justathought,"[{'text': 'JustaThought', 'indices': [208, 221]}]",0,0,winxx67,815905755425542144,2020-11-15 23:40:28,"New York, USA",1406,1889,,71026122.0,USA,mcplant,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.5423}",-0.2159090909090909,0.4136363636363637,2020-11-15,0.3753241,Negative
35,35,1328119848795217920,will the mcplant boost mcdonald s revenues and does beyond meat play a secret role in its,[],0,0,tweetzahut,243819038,2020-11-15 23:37:01,Worldwide,646,734,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6249}",-0.4,0.7,2020-11-15,0.96663237,Positive
36,36,1328116505511268352,i do not know who needs to hear this but a mcincredible as in i can not believe how incredible this shrub based burger sounds is a hellva a lot better than mcplant feel free to send me a check thank you,[],1,0,alphacmt,904169665,2020-11-15 23:23:44,"Smithfield, VA",1597,2797,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9109}",0.6,0.7333333333333334,2020-11-15,0.9285915000000001,Positive
37,37,1328110633221562369,can you still call it a burger if there is no meat mcdonald s seems to be dodging this existential question by going with the somewhat stranger option mcplant naming branding vegan,"[{'text': 'naming', 'indices': [165, 172]}, {'text': 'branding', 'indices': [173, 182]}, {'text': 'vegan', 'indices': [183, 189]}]",1,0,NOMEN_naming,159100559,2020-11-15 23:00:24,Düsseldorf,730,1032,,,Germany,mcplant,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.3818}",0.0,0.0,2020-11-15,0.4778968,Negative
38,38,1328109360317345793,so mcdonalds is coming out with a plant based burger from the beyond burger company fair enough i enjoy burger king s impossible whopper but the mcplant burger what genius came up with that name,[],3,0,mitchellichtman,1549229640,2020-11-15 22:55:21,New York,4480,78,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4118}",0.10833333333333336,0.725,2020-11-15,0.515636,Positive
39,39,1328107754091933697,turns out the big winner in the plant based burger wars is mcdonald s,[],0,3,PHD2468,296233891,2020-11-15 22:48:58,"Europe,NL",26,542,,,Netherlands,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
40,40,1328106767939756045,mcdonald s announces new growth strategy chicken sandwich mcplant burger,[],1,0,WTKR3,23517712,2020-11-15 22:45:03,"Hampton Roads, Virginia",104443,1528,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",-0.2318181818181818,0.7022727272727273,2020-11-15,0.9629643,Positive
41,41,1328105389725020161,thank you for saying you are coming out with a mcplant meatless range so glad to hear you co created with two hearts,"[{'text': 'McPlant', 'indices': [58, 66]}, {'text': 'meatless', 'indices': [67, 76]}]",0,0,itsLISAoKay,2651644183,2020-11-15 22:39:34,,24,101,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8109}",0.5,1.0,2020-11-15,0.9980388000000001,Positive
42,42,1328104783186522112,mcdonald s international have announced they are planning to extend their range of plant based burgers after developing…,[],0,0,DaveQB14,82508580,2020-11-15 22:37:09,"Sydney, NSW",335,413,,,Australia,mcplant,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1779}",0.0,0.0,2020-11-15,0.73745733,Positive
43,43,1328102050350178305,will plant based meat become the new fast food mcdonald s introduction of the mcplant product line is further proof that meat alternatives are here to stay but can they really replace meat in the long run,[],0,0,estivalFolguedo,976185420,2020-11-15 22:26:18,,1613,1586,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.09727272727272727,0.4309090909090909,2020-11-15,0.27316758,Negative
44,44,1328099325549834240,turns out the big winner in the plant based burger wars is mcdonald s,[],0,3,eXw1KktJmRrjNeL,1021862305556881409,2020-11-15 22:15:28,내가 머무는 곳,1535,4613,,,Error,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
45,45,1328098808220114944,somehow then drive mcplant into a simple carb cycle after cycle we should stajudging journalism strictly on depth and truthfulness how can we solve for truthfulness in journalism,[],0,0,ChrisWeber1337,344504890,2020-11-15 22:13:25,"Seattle, WA",271,658,1.32807902279057e+18,502148379.0,USA,mcplant,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7351}",0.0,0.35714285714285715,2020-11-15,0.8046554,Positive
46,46,1328098148057821190,turns out the big winner in the plant based burger wars is mcdonald s,[],14,3,BW,67358777,2020-11-15 22:10:48,"Homes, screens, and stores",1771769,558,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
47,47,1328095682792742915,here comes the mcplant from,[],0,0,thebigtime,26602990,2020-11-15 22:01:00,Usually the Studio,3756,1606,,,Error,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.6135575,Positive
48,48,1328095068838739968,mcdonalds buys nearly billion lbs of beef annually that is million cattle and account for of total beef purcha…,[],0,3,Theon_Orbis,14206115,2020-11-15 21:58:33,,8197,7735,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.575,2020-11-15,0.24862331,Negative
49,49,1328094174239920128,mcdonalds buys nearly billion lbs of beef annually that is million cattle and account for of total beef purcha…,[],0,3,GoldenGirlsRu,993093051307495424,2020-11-15 21:55:00,StayHomeSaveLives,1302,2546,,,Error,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.575,2020-11-15,0.24862331,Negative
50,50,1328092037296644097,mcdonalds buys nearly billion lbs of beef annually that is million cattle and account for of total beef purcha…,[],0,3,boris3324,907376150,2020-11-15 21:46:31,Virginia,18614,18552,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.575,2020-11-15,0.24862331,Negative
51,51,1328090409864556544,mcplantplant based burgers coming to mcdonald s restaurants,[],0,0,WorldMediaAus,841531559291244544,2020-11-15 21:40:03,"Melbourne, Victoria",244,0,,,Australia,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.9303764000000001,Positive
52,52,1328089278086262785,congrats on the announcement of your new plant based meat line i am joining to let you know that while an exec said when customers are ready for it it will be ready for them we have been ready and cannot wait to try the mcplant burger next year,[],0,0,shanymatd,3156908983,2020-11-15 21:35:33,,327,1304,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.872}",0.14727272727272728,0.3909090909090909,2020-11-15,0.95958936,Positive
53,53,1328084888348549120,mcdonalds buys nearly billion lbs of beef annually that is million cattle and account for of total beef purchases in the you s national launch of the mcplant burger is announced bk local says of their sales is the impossible plant burger,[],3,3,Chooglin1,2430404383,2020-11-15 21:18:06,Fvck the Goober's 'n Rubes,1902,1638,,,Error,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.14166666666666666,0.5375,2020-11-15,0.25973588,Negative
54,54,1328082103699791873,mcdonald s takes control of its vegetable destiny,[],0,0,SIG_Management,1060176674552143874,2020-11-15 21:07:02,"Tokyo-to, Japan",3,15,,,Japan,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.74738073,Positive
55,55,1328079160888217601,congrats on the announcement of your new plant based meat line i am joining to let you know that while an exec said when customers are ready for it it will be ready for them we have been ready and cannot wait to try the mcplant burger next year,[],0,0,Lorrain54791551,1235279380617846787,2020-11-15 20:55:21,"Toronto, Ontario",211,1145,,,Canada,mcplant,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.872}",0.14727272727272728,0.3909090909090909,2020-11-15,0.95958936,Positive
56,56,1328079022790569984,and they come out with a mcplant when their bottom line is damag,[],1,0,GustavoG82,502148379,2020-11-15 20:54:48,,24,132,1.3280487410146714e+18,344504890.0,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.39054608,Negative
57,57,1328069745787080704,mcdonalds is making its own plant based burger via,[],0,0,JohnRDurrett,120301416,2020-11-15 20:17:56,Lubbock,85,23,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.6,1.0,2020-11-15,0.78666025,Positive
58,58,1328067505345204224,mcdonald s is adding a new plant based mcplant burger to its menu face savoring food face savoring food face savoring food face savoring food hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger hamburger mcdonalds fastfood plantbasedburger meatless mcplant hamburger cheeseburger frenchfries patty bigmac,"[{'text': 'McDonalds', 'indices': [98, 108]}, {'text': 'fastfood', 'indices': [109, 118]}, {'text': 'plantbasedburger', 'indices': [119, 136]}, {'text': 'meatless', 'indices': [137, 146]}, {'text': 'McPlant', 'indices': [147, 155]}, {'text': 'hamburger', 'indices': [156, 166]}, {'text': 'cheeseburger', 'indices': [167, 180]}, {'text': 'frenchfries', 'indices': [181, 193]}, {'text': 'patty', 'indices': [194, 200]}, {'text': 'BIgMac', 'indices': [201, 208]}]",0,0,divascancook,29289234,2020-11-15 20:09:02,NC,7760,2396,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.13636363636363635,0.4545454545454545,2020-11-15,0.31589627,Negative
59,59,1328065987367858178,hamburger french fries beyond meat and mcdonald s confirm partnership where to get the mcplant,[],1,0,937WBLK,195820315,2020-11-15 20:03:00,"Buffalo, NY",7659,1112,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.96441257,Positive
60,60,1328059708037607424,turns out the big winner in the plant based burger wars is mcdonald s,[],0,9,WitchNuWa,4795935616,2020-11-15 19:38:03,US,166,1079,,,United States,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
61,61,1328058494575063046,mcdonald s to roll out new mcplant faux meat patty next year renewablefood beyondmeat vegan pla…,"[{'text': 'renewablefood', 'indices': [100, 114]}, {'text': 'beyondmeat', 'indices': [116, 127]}, {'text': 'vegan', 'indices': [128, 134]}]",0,1,researchmrx,2256664812,2020-11-15 19:33:13,New Jersey,5939,205,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.06818181818181818,0.2272727272727273,2020-11-15,0.98665816,Positive
62,62,1328058194481045510,mcdonald s to roll out new mcplant faux meat patty next year renewablefood beyondmeat vegan plantbased veganfood,"[{'text': 'renewablefood', 'indices': [87, 101]}, {'text': 'beyondmeat', 'indices': [103, 114]}, {'text': 'vegan', 'indices': [115, 121]}, {'text': 'plantbased', 'indices': [122, 133]}, {'text': 'veganfood', 'indices': [134, 144]}]",1,1,InkICan,768192170268434432,2020-11-15 19:32:02,"Eugene, OR",733,646,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.06818181818181818,0.2272727272727273,2020-11-15,0.98867816,Positive
63,63,1328057692020113408,mcplantplant based burgers coming to mcdonald s restaurants,[],0,0,NE_ActionCoach,1361433745,2020-11-15 19:30:02,North East England,4992,5476,,,Error,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,2020-11-15,0.93037647,Positive
64,64,1328057000434012161,turns out the big winner in the plant based burger wars is mcdonald s,[],0,7,tom_cbrown,1311006549716996099,2020-11-15 19:27:17,,4,78,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
65,65,1328056935455723520,turns out the big winner in the plant based burger wars is mcdonald s,[],0,7,bytesofnews,1601680208,2020-11-15 19:27:02,Four Seasons Landscaping ,1114,1108,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
66,66,1328056885765877760,turns out the big winner in the plant based burger wars is mcdonald s,[],0,7,fedelowe,7377622,2020-11-15 19:26:50,London - Buenos Aires,5888,6464,,,Argentina,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
67,67,1328056815511351296,only the mcplant is straight i don make the roolz,[],0,0,skylerwtx,51894187,2020-11-15 19:26:33,Texas,348,195,1.3280563896594637e+18,51894187.0,USA,mcplant,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.1,0.7,2020-11-15,0.41588980000000003,Negative
68,68,1328056534820151297,turns out the big winner in the plant based burger wars is mcdonald s,[],0,7,Akkara7771,1052527978616258560,2020-11-15 19:25:26,"New York, USA",27,503,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
69,69,1328056534245453824,man practically called the mcplant like a week before it came out can not wait to hear another extended mcdonald s discussion next week here s a tip for the mcdonalds crowd snag a mcchicken and throw fries buffalo sauce and ranch on it man cook OK hand,[],0,0,gravydaisy,174848859,2020-11-15 19:25:26,,535,404,,,USA,mcplant,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.824}",0.25,0.25,2020-11-15,0.9647591999999999,Positive
70,70,1328056426074419200,mcdonald s new vegan burger the mcplant is not available for purchase yet but the company says when customers are re…,[],0,1,TheCounter,2304121598,2020-11-15 19:25:00,"New York, NY",18292,1248,,,USA,mcplant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.03181818181818183,0.4272727272727273,2020-11-15,0.030169277999999997,Negative
71,71,1328055863215599617,turns out the big winner in the plant based burger wars is mcdonald s,[],13,7,BW,67358777,2020-11-15 19:22:46,"Homes, screens, and stores",1771769,558,,,USA,mcplant,"{'neg': 0.196, 'neu': 0.598, 'pos': 0.207, 'compound': 0.0516}",0.0,0.1,2020-11-15,0.7923735,Positive
